Level,Date,State Postal Code,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Month
State,1/11/2022,NM,"104,131","25,274","5,812",1
State,1/11/2022,IA,"123,053","15,623","7,923",1
State,1/11/2022,AZ,"181,506","42,451","44,941",1
State,1/11/2022,OH,"216,498","41,725","30,117",1
State,1/11/2022,NH,"20,861","1,549","2,844",1
State,1/11/2022,CT,"39,713","6,738","9,991",1
State,1/11/2022,VT,"11,714","1,477","1,641",1
State,1/11/2022,NE,"57,291","7,295","5,788",1
State,1/11/2022,KS,"91,312","21,058","10,061",1
State,1/11/2022,WY,"31,041","3,654","2,005",1
State,1/11/2022,ND,"28,337","4,695","1,881",1
State,1/11/2022,MA,"88,187","12,211","26,580",1
State,1/11/2022,CO,"128,915","30,671","57,779",1
State,1/11/2022,VA,"219,636","47,558","25,200",1
State,1/11/2022,MD,"111,925","27,864","18,742",1
State,1/11/2022,KY,"134,739","18,013","8,704",1
State,1/11/2022,WV,"60,384","6,687","1,613",1
State,1/11/2022,NC,"291,540","54,850","25,072",1
State,1/11/2022,MN,"173,031","24,677","25,565",1
State,1/11/2022,CA,"774,813","229,509","141,896",1
State,1/11/2022,MO,"230,994","37,207","20,887",1
State,1/11/2022,SC,"133,841","27,350","12,014",1
State,1/11/2022,WI,"199,785","31,112","14,959",1
State,1/11/2022,NJ,"129,892","27,680","29,311",1
State,1/11/2022,HI,"7,101","1,657","4,946",1
State,1/11/2022,LA,"148,848","28,719","11,850",1
State,1/11/2022,RI,"11,913","2,117","3,221",1
State,1/11/2022,MI,"222,441","44,604","29,797",1
State,1/11/2022,GA,"290,630","84,506","42,338",1
State,1/11/2022,SD,"37,887","5,231","2,647",1
State,1/11/2022,NY,"384,067","65,278","76,295",1
State,1/11/2022,ID,"57,468","10,973","5,312",1
State,1/11/2022,AL,"136,036","30,016","7,531",1
State,1/11/2022,PA,"298,789","39,778","24,406",1
State,1/11/2022,NV,"60,658","23,880","15,398",1
State,1/11/2022,FL,"392,541","95,002","155,620",1
State,1/11/2022,TN,"166,710","45,460","20,822",1
State,1/11/2022,MT,"41,644","4,613","4,002",1
State,1/11/2022,IL,"305,227","92,319","70,190",1
State,1/11/2022,AK,"12,543","6,954","5,474",1
State,1/11/2022,OR,"117,720","16,724","14,263",1
State,1/11/2022,WA,"185,011","20,794","40,781",1
State,1/11/2022,DC,"7,315","5,879","6,602",1
State,1/11/2022,TX,"780,890","204,601","123,529",1
State,1/11/2022,AR,"122,829","18,280","4,847",1
State,1/11/2022,IN,"167,574","29,967","19,868",1
State,1/11/2022,ME,"27,458","2,366","1,968",1
State,1/12/2022,MO,"261,503","42,805","22,427",1
State,1/12/2022,AL,"158,895","33,912","8,127",1
State,1/12/2022,AK,"12,066","6,561","6,119",1
State,1/12/2022,AZ,"206,270","49,129","46,813",1
State,1/12/2022,AR,"135,740","21,017","5,154",1
State,1/12/2022,CA,"859,574","250,719","147,190",1
State,1/12/2022,CO,"146,173","35,092","62,800",1
State,1/12/2022,CT,"42,552","7,212","10,454",1
State,1/12/2022,DE,"23,513","2,074","1,355",1
State,1/12/2022,DC,"8,000","6,499","6,744",1
State,1/12/2022,FL,"443,672","104,157","159,828",1
State,1/12/2022,GA,"328,447","94,757","44,898",1
State,1/12/2022,HI,"8,620","1,734","5,231",1
State,1/12/2022,ID,"64,318","12,526","5,759",1
State,1/12/2022,IL,"340,897","99,054","74,415",1
State,1/12/2022,IN,"191,163","37,850","21,170",1
State,1/12/2022,IA,"136,484","17,843","8,199",1
State,1/12/2022,KS,"103,589","24,430","11,000",1
State,1/12/2022,KY,"151,560","20,435","9,644",1
State,1/12/2022,LA,"166,586","32,073","12,782",1
State,1/12/2022,ME,"32,501","2,404","2,122",1
State,1/12/2022,MD,"122,175","29,918","19,698",1
State,1/12/2022,MA,"96,894","12,878","27,791",1
State,1/12/2022,MI,"255,461","48,094","31,400",1
State,1/12/2022,MN,"194,005","27,545","28,193",1
State,1/12/2022,MS,"104,286","26,400","5,250",1
State,1/12/2022,MT,"46,882","5,313","4,418",1
State,1/12/2022,NE,"64,534","8,429","6,293",1
State,1/12/2022,NV,"66,878","26,363","16,383",1
State,1/12/2022,NH,"24,665","1,606","3,068",1
State,1/12/2022,NJ,"144,320","30,395","30,066",1
State,1/12/2022,NM,"112,919","27,072","6,658",1
State,1/12/2022,NY,"426,387","71,243","77,109",1
State,1/12/2022,NC,"334,999","60,681","27,393",1
State,1/12/2022,ND,"32,618","5,466","2,053",1
State,1/12/2022,OH,"251,134","46,578","32,185",1
State,1/12/2022,OK,"144,915","21,766","9,266",1
State,1/12/2022,OR,"128,823","18,298","15,438",1
State,1/12/2022,PA,"337,747","42,583","25,652",1
State,1/12/2022,RI,"12,363","2,337","3,329",1
State,1/12/2022,SC,"154,297","30,396","12,842",1
State,1/12/2022,SD,"43,130","5,594","2,892",1
State,1/12/2022,TN,"189,510","50,781","22,231",1
State,1/12/2022,TX,"855,254","226,183","131,092",1
State,1/12/2022,UT,"90,282","29,721","17,126",1
State,1/12/2022,VT,"12,746","1,654","1,715",1
State,1/12/2022,VA,"246,341","52,246","26,771",1
State,1/12/2022,WA,"209,530","22,092","43,527",1
State,1/12/2022,WV,"66,778","7,097","1,701",1
State,1/12/2022,WI,"225,630","32,749","16,200",1
State,1/12/2022,WY,"33,275","4,454","2,034",1
State,1/13/2022,TX,"747,616","205,050","120,114",1
State,1/13/2022,OK,"131,023","19,476","8,400",1
State,1/13/2022,NM,"96,993","23,961","6,284",1
State,1/13/2022,DE,"21,377","1,777","1,305",1
State,1/13/2022,TN,"168,234","44,616","20,984",1
State,1/13/2022,NE,"56,817","7,644","6,028",1
State,1/13/2022,IL,"304,588","89,058","69,321",1
State,1/13/2022,DC,"7,150","5,625","6,124",1
State,1/13/2022,OR,"112,389","16,245","14,079",1
State,1/13/2022,MS,"92,608","23,093","4,878",1
State,1/13/2022,SD,"37,680","4,940","2,730",1
State,1/13/2022,WI,"201,515","30,560","15,182",1
State,1/13/2022,MO,"225,975","39,332","21,108",1
State,1/13/2022,ID,"56,070","11,248","5,268",1
State,1/13/2022,NV,"58,894","23,045","14,740",1
State,1/13/2022,PA,"306,224","38,699","24,478",1
State,1/13/2022,LA,"144,903","29,343","11,855",1
State,1/13/2022,FL,"400,523","95,007","146,499",1
State,1/13/2022,SC,"137,991","27,471","11,650",1
State,1/13/2022,AZ,"171,739","42,424","42,817",1
State,1/13/2022,HI,"6,506","1,617","4,727",1
State,1/13/2022,AK,"10,258","4,862","5,831",1
State,1/13/2022,RI,"11,407","2,300","3,222",1
State,1/13/2022,NY,"388,540","65,216","73,634",1
State,1/13/2022,GA,"295,519","84,683","41,938",1
State,1/13/2022,MD,"109,384","26,312","18,690",1
State,1/13/2022,AR,"118,989","18,803","4,762",1
State,1/13/2022,VA,"219,833","46,520","25,111",1
State,1/13/2022,WA,"182,206","20,041","39,220",1
State,1/13/2022,KY,"141,610","19,071","9,091",1
State,1/13/2022,WY,"27,356","3,646","1,893",1
State,1/13/2022,NC,"296,578","54,056","25,418",1
State,1/13/2022,NJ,"129,564","27,098","28,344",1
State,1/13/2022,AL,"137,403","29,173","7,744",1
State,1/13/2022,CA,"746,377","210,109","132,861",1
State,1/13/2022,NH,"22,294","1,419","2,953",1
State,1/13/2022,KS,"93,046","21,670","10,230",1
State,1/13/2022,WV,"60,147","6,486","1,694",1
State,1/13/2022,ND,"27,152","4,905","1,985",1
State,1/13/2022,MN,"171,730","25,339","26,154",1
State,1/13/2022,VT,"11,698","1,575","1,650",1
State,1/13/2022,CO,"118,820","29,932","57,367",1
State,1/13/2022,MT,"39,206","4,704","4,019",1
State,1/13/2022,IA,"122,735","16,356","7,768",1
State,1/13/2022,MA,"87,516","11,752","27,304",1
State,1/13/2022,OH,"233,558","42,874","30,536",1
State,1/13/2022,ME,"29,188","2,175","2,009",1
State,1/13/2022,UT,"76,545","24,861","15,956",1
State,1/13/2022,CT,"38,718","6,491","10,239",1
State,1/13/2022,MI,"233,239","44,504","30,306",1
State,1/13/2022,IN,"177,579","34,170","20,324",1
State,1/14/2022,AL,"136,381","29,094","8,346",1
State,1/14/2022,NH,"21,197","1,292","2,751",1
State,1/14/2022,MD,"110,602","25,304","16,485",1
State,1/14/2022,NJ,"130,057","26,371","26,014",1
State,1/14/2022,ME,"28,386","2,145","1,847",1
State,1/14/2022,AZ,"188,769","43,191","42,056",1
State,1/14/2022,NM,"108,096","25,719","5,710",1
State,1/14/2022,LA,"149,539","27,832","10,675",1
State,1/14/2022,NY,"380,994","60,672","66,250",1
State,1/14/2022,KY,"135,170","21,602","8,301",1
State,1/14/2022,NC,"294,394","52,297","22,931",1
State,1/14/2022,KS,"94,472","21,289","9,556",1
State,1/14/2022,ND,"28,539","4,719","1,801",1
State,1/14/2022,IA,"122,583","15,435","7,571",1
State,1/14/2022,WV,"60,190","6,056","1,503",1
State,1/14/2022,OH,"239,795","41,639","27,493",1
State,1/14/2022,IN,"168,220","33,939","19,059",1
State,1/14/2022,OK,"128,162","19,198","7,854",1
State,1/14/2022,IL,"309,507","88,753","64,143",1
State,1/14/2022,OR,"119,579","16,850","14,513",1
State,1/14/2022,ID,"60,199","11,650","4,981",1
State,1/14/2022,AK,"12,079","6,194","5,635",1
State,1/14/2022,PA,"295,854","36,340","22,239",1
State,1/14/2022,HI,"7,667","1,715","4,699",1
State,1/14/2022,RI,"10,506","2,032","2,893",1
State,1/14/2022,GA,"287,034","82,519","37,604",1
State,1/14/2022,WY,"31,897","4,113","1,869",1
State,1/14/2022,SC,"135,204","26,506","10,894",1
State,1/14/2022,FL,"387,197","91,803","138,147",1
State,1/14/2022,SD,"38,439","5,164","2,469",1
State,1/14/2022,DC,"6,893","5,810","5,455",1
State,1/14/2022,WI,"205,032","27,947","15,232",1
State,1/14/2022,TN,"165,827","42,816","22,822",1
State,1/14/2022,DE,"19,914","1,883","1,160",1
State,1/14/2022,TX,"756,060","194,848","111,358",1
State,1/14/2022,CT,"37,037","6,262","8,951",1
State,1/14/2022,UT,"87,601","27,505","14,442",1
State,1/14/2022,CO,"134,846","32,293","55,462",1
State,1/14/2022,MA,"84,290","11,263","23,848",1
State,1/14/2022,VT,"11,686","1,404","1,547",1
State,1/14/2022,CA,"789,239","226,582","131,803",1
State,1/14/2022,VA,"212,465","44,805","21,664",1
State,1/14/2022,AR,"123,335","17,636","4,638",1
State,1/14/2022,MO,"234,933","37,297","19,743",1
State,1/14/2022,MS,"92,877","22,986","4,757",1
State,1/14/2022,MT,"44,202","4,698","3,835",1
State,1/14/2022,MN,"182,287","25,195","25,317",1
State,1/14/2022,NE,"58,884","7,403","5,483",1
State,1/14/2022,MI,"237,323","42,117","27,895",1
State,1/14/2022,WA,"193,596","21,100","39,107",1
State,1/14/2022,NV,"66,272","24,744","15,113",1
State,1/15/2022,NH,"26,512","1,391","2,899",1
State,1/15/2022,TX,"958,841","208,422","113,774",1
State,1/15/2022,CT,"46,627","7,047","9,427",1
State,1/15/2022,MT,"53,792","5,076","3,765",1
State,1/15/2022,IN,"205,799","34,461","19,382",1
State,1/15/2022,AL,"172,305","31,503","8,271",1
State,1/15/2022,OH,"291,420","44,112","29,100",1
State,1/15/2022,MN,"224,288","25,355","25,773",1
State,1/15/2022,UT,"106,668","28,114","13,982",1
State,1/15/2022,CO,"166,324","33,122","55,419",1
State,1/15/2022,NV,"76,755","25,234","14,825",1
State,1/15/2022,IA,"145,494","15,973","7,617",1
State,1/15/2022,NJ,"170,125","29,481","27,589",1
State,1/15/2022,ND,"35,581","4,733","1,750",1
State,1/15/2022,AZ,"230,037","44,642","41,536",1
State,1/15/2022,VT,"14,431","1,464","1,597",1
State,1/15/2022,CA,"955,234","232,517","128,060",1
State,1/15/2022,MD,"144,612","27,501","17,759",1
State,1/15/2022,KS,"114,953","21,392","9,609",1
State,1/15/2022,NC,"369,095","55,945","23,987",1
State,1/15/2022,KY,"164,502","21,586","8,577",1
State,1/15/2022,WA,"227,088","20,271","38,074",1
State,1/15/2022,VA,"267,524","47,792","23,265",1
State,1/15/2022,AR,"150,252","18,564","4,550",1
State,1/15/2022,NE,"73,641","7,493","5,664",1
State,1/15/2022,GA,"371,764","89,240","39,591",1
State,1/15/2022,NY,"491,091","65,762","70,845",1
State,1/15/2022,RI,"13,825","2,226","3,119",1
State,1/15/2022,LA,"191,119","29,781","10,961",1
State,1/15/2022,HI,"8,811","1,703","4,294",1
State,1/15/2022,MI,"292,100","44,973","28,725",1
State,1/15/2022,SC,"169,382","28,447","11,264",1
State,1/15/2022,FL,"496,563","98,736","143,992",1
State,1/15/2022,MO,"290,728","38,448","20,050",1
State,1/15/2022,PA,"370,440","38,633","23,438",1
State,1/15/2022,ID,"75,620","11,400","4,926",1
State,1/15/2022,OR,"141,660","16,724","13,678",1
State,1/15/2022,MS,"115,423","24,427","4,744",1
State,1/15/2022,SD,"47,017","5,358","2,541",1
State,1/15/2022,DC,"9,086","6,316","5,735",1
State,1/15/2022,MA,"107,138","11,869","25,261",1
State,1/15/2022,AK,"15,270","5,601","5,225",1
State,1/15/2022,NM,"131,478","25,961","5,616",1
State,1/15/2022,IL,"382,821","94,034","66,055",1
State,1/15/2022,WY,"39,414","3,988","1,855",1
State,1/15/2022,TN,"203,356","45,628","22,601",1
State,1/15/2022,DE,"25,965","1,923","1,204",1
State,1/15/2022,ME,"35,040","2,106","1,849",1
State,1/15/2022,OK,"155,114","19,933","7,989",1
State,1/15/2022,WI,"255,782","29,180","15,404",1
State,1/15/2022,WV,"73,180","6,343","1,483",1
State,1/16/2022,OK,"151,132","21,649","9,197",1
State,1/16/2022,WV,"67,171","7,120","1,754",1
State,1/16/2022,IN,"192,765","36,760","21,439",1
State,1/16/2022,ME,"33,665","2,369","2,178",1
State,1/16/2022,TX,"862,717","220,686","128,353",1
State,1/16/2022,DC,"8,143","6,455","6,498",1
State,1/16/2022,NY,"461,099","70,873","78,630",1
State,1/16/2022,OR,"129,095","18,120","15,920",1
State,1/16/2022,AZ,"210,308","51,989","46,913",1
State,1/16/2022,IL,"358,247","99,999","74,951",1
State,1/16/2022,MI,"281,604","47,578","31,622",1
State,1/16/2022,TN,"189,225","49,612","25,607",1
State,1/16/2022,FL,"471,106","105,007","162,097",1
State,1/16/2022,MT,"46,254","5,092","4,434",1
State,1/16/2022,PA,"341,320","40,422","25,969",1
State,1/16/2022,WI,"232,526","32,017","17,502",1
State,1/16/2022,ID,"66,434","12,211","5,554",1
State,1/16/2022,MO,"267,507","41,766","22,572",1
State,1/16/2022,SD,"43,774","5,722","2,897",1
State,1/16/2022,GA,"338,903","93,653","44,287",1
State,1/16/2022,NV,"69,729","26,517","17,187",1
State,1/16/2022,RI,"12,319","2,404","3,292",1
State,1/16/2022,HI,"8,763","1,709","5,016",1
State,1/16/2022,SC,"158,140","30,247","12,876",1
State,1/16/2022,LA,"170,830","30,733","12,411",1
State,1/16/2022,AL,"158,881","33,008","9,580",1
State,1/16/2022,MN,"201,687","27,019","28,905",1
State,1/16/2022,WA,"207,870","21,401","43,673",1
State,1/16/2022,CA,"906,511","252,005","145,896",1
State,1/16/2022,NH,"24,635","1,527","3,188",1
State,1/16/2022,NC,"337,820","58,909","27,558",1
State,1/16/2022,AR,"140,592","20,866","5,267",1
State,1/16/2022,KY,"152,546","23,400","9,645",1
State,1/16/2022,MD,"130,144","28,833","19,994",1
State,1/16/2022,VA,"251,699","50,809","26,120",1
State,1/16/2022,CO,"150,118","34,722","63,174",1
State,1/16/2022,NM,"115,953","26,848","6,444",1
State,1/16/2022,ND,"33,150","5,146","2,017",1
State,1/16/2022,WY,"33,251","4,286","2,040",1
State,1/16/2022,KS,"107,068","24,199","11,040",1
State,1/16/2022,MA,"100,028","12,279","27,866",1
State,1/16/2022,VT,"13,249","1,562","1,794",1
State,1/16/2022,CT,"43,606","7,140","10,663",1
State,1/16/2022,NE,"66,236","8,224","6,567",1
State,1/16/2022,OH,"275,259","46,366","32,299",1
State,1/16/2022,AK,"12,418","6,554","6,219",1
State,1/16/2022,IA,"140,212","18,138","8,336",1
State,1/16/2022,MS,"106,551","25,855","5,671",1
State,1/16/2022,UT,"94,436","32,185","16,224",1
State,1/16/2022,DE,"24,729","1,953","1,397",1
State,1/16/2022,NJ,"159,405","30,576","30,052",1
State,1/17/2022,NH,"20,904","1,300","2,678",1
State,1/17/2022,MI,"243,270","40,723","27,351",1
State,1/17/2022,NV,"58,205","22,107","13,593",1
State,1/17/2022,MN,"168,290","23,442","24,662",1
State,1/17/2022,NE,"56,865","6,871","5,509",1
State,1/17/2022,MS,"89,048","21,525","4,721",1
State,1/17/2022,MT,"38,406","4,047","3,603",1
State,1/17/2022,MO,"224,637","36,153","19,256",1
State,1/17/2022,WA,"178,148","18,314","35,352",1
State,1/17/2022,CA,"749,264","197,934","117,321",1
State,1/17/2022,WY,"29,183","3,651","1,683",1
State,1/17/2022,VA,"213,897","42,691","22,001",1
State,1/17/2022,CO,"120,747","28,561","52,092",1
State,1/17/2022,VT,"11,661","1,377","1,487",1
State,1/17/2022,CT,"38,792","5,804","9,143",1
State,1/17/2022,UT,"79,572","24,143","13,794",1
State,1/17/2022,DE,"20,254","1,702","1,186",1
State,1/17/2022,AK,"10,251","5,325","5,203",1
State,1/17/2022,TX,"749,119","188,487","105,659",1
State,1/17/2022,DC,"6,788","5,153","5,245",1
State,1/17/2022,TN,"162,575","40,112","21,780",1
State,1/17/2022,FL,"393,923","87,881","133,800",1
State,1/17/2022,SD,"37,438","4,841","2,431",1
State,1/17/2022,GA,"291,912","77,932","36,928",1
State,1/17/2022,SC,"134,969","25,547","10,573",1
State,1/17/2022,HI,"6,834","1,380","4,197",1
State,1/17/2022,WI,"197,364","27,038","14,666",1
State,1/17/2022,RI,"10,950","2,003","2,876",1
State,1/17/2022,ID,"54,118","10,541","4,833",1
State,1/17/2022,PA,"289,172","34,525","21,894",1
State,1/17/2022,IL,"310,748","84,565","61,807",1
State,1/17/2022,OR,"112,153","15,630","12,976",1
State,1/17/2022,IN,"172,079","33,659","18,511",1
State,1/17/2022,AZ,"169,068","41,754","38,819",1
State,1/17/2022,OK,"128,576","18,714","7,726",1
State,1/17/2022,IA,"117,782","15,407","7,204",1
State,1/17/2022,OH,"243,016","40,476","27,279",1
State,1/17/2022,KS,"89,171","20,451","9,409",1
State,1/17/2022,AL,"136,062","27,498","8,022",1
State,1/17/2022,ND,"27,518","4,525","1,840",1
State,1/17/2022,KY,"134,234","20,715","8,085",1
State,1/17/2022,NC,"291,764","50,258","22,797",1
State,1/17/2022,LA,"146,482","26,687","10,460",1
State,1/17/2022,WV,"60,815","6,014","1,464",1
State,1/17/2022,NY,"381,343","59,701","65,644",1
State,1/17/2022,ME,"29,444","2,032","1,822",1
State,1/17/2022,NM,"99,997","22,916","5,574",1
State,1/17/2022,MD,"108,025","24,312","16,541",1
State,1/17/2022,NJ,"130,406","25,564","25,187",1
State,1/17/2022,MA,"84,415","11,132","23,628",1
State,1/17/2022,AR,"118,287","17,124","4,502",1
State,1/18/2022,OK,"132,453","18,315","7,807",1
State,1/18/2022,MS,"95,780","22,577","4,564",1
State,1/18/2022,DE,"21,774","1,673","1,177",1
State,1/18/2022,UT,"87,661","27,153","14,846",1
State,1/18/2022,NM,"110,378","24,010","5,784",1
State,1/18/2022,IA,"121,253","15,285","7,492",1
State,1/18/2022,AZ,"188,183","49,444","41,872",1
State,1/18/2022,OH,"231,021","39,363","27,508",1
State,1/18/2022,NH,"22,020","1,338","2,726",1
State,1/18/2022,CT,"38,396","5,682","8,967",1
State,1/18/2022,VT,"12,220","1,413","1,538",1
State,1/18/2022,NE,"59,851","6,991","5,478",1
State,1/18/2022,KS,"96,907","20,186","9,367",1
State,1/18/2022,WY,"32,537","4,042","1,873",1
State,1/18/2022,ND,"29,300","4,899","1,873",1
State,1/18/2022,MA,"85,784","10,822","23,614",1
State,1/18/2022,CO,"137,047","31,424","56,011",1
State,1/18/2022,VA,"216,741","42,098","21,648",1
State,1/18/2022,MD,"110,955","24,434","16,376",1
State,1/18/2022,KY,"137,563","18,272","8,126",1
State,1/18/2022,WV,"58,344","5,837","1,508",1
State,1/18/2022,NC,"297,180","50,664","23,174",1
State,1/18/2022,MN,"178,470","24,097","25,631",1
State,1/18/2022,CA,"790,305","215,265","130,255",1
State,1/18/2022,MO,"237,337","35,277","19,326",1
State,1/18/2022,SC,"136,244","26,284","10,861",1
State,1/18/2022,WI,"208,288","27,560","15,192",1
State,1/18/2022,NJ,"134,286","25,693","25,973",1
State,1/18/2022,HI,"7,927","1,629","4,655",1
State,1/18/2022,LA,"152,957","27,672","11,342",1
State,1/18/2022,RI,"10,841","2,002","2,921",1
State,1/18/2022,MI,"231,913","40,687","27,718",1
State,1/18/2022,GA,"300,058","81,399","37,418",1
State,1/18/2022,SD,"39,026","5,014","2,554",1
State,1/18/2022,NY,"383,420","57,797","66,595",1
State,1/18/2022,ID,"60,499","11,273","5,171",1
State,1/18/2022,AL,"141,414","28,729","7,411",1
State,1/18/2022,PA,"297,514","35,721","22,698",1
State,1/18/2022,NV,"67,337","24,369","16,245",1
State,1/18/2022,FL,"393,601","87,589","139,063",1
State,1/18/2022,TN,"168,040","42,156","19,921",1
State,1/18/2022,MT,"43,647","4,832","3,937",1
State,1/18/2022,IL,"315,080","88,168","64,622",1
State,1/18/2022,AK,"12,951","5,202","6,053",1
State,1/18/2022,OR,"120,295","16,549","14,550",1
State,1/18/2022,WA,"192,104","20,331","39,568",1
State,1/18/2022,DC,"6,463","5,378","5,109",1
State,1/18/2022,TX,"791,796","195,394","110,246",1
State,1/18/2022,AR,"123,960","17,580","4,475",1
State,1/18/2022,IN,"170,410","32,258","18,610",1
State,1/18/2022,ME,"29,720","2,027","1,797",1
State,1/19/2022,MO,"227,207","37,243","20,925",1
State,1/19/2022,AL,"137,976","30,829","7,800",1
State,1/19/2022,AK,"11,011","4,655","5,499",1
State,1/19/2022,AZ,"173,428","49,435","44,187",1
State,1/19/2022,AR,"116,779","18,045","4,880",1
State,1/19/2022,CA,"730,850","211,800","132,506",1
State,1/19/2022,CO,"124,466","30,754","58,202",1
State,1/19/2022,CT,"38,839","6,538","9,941",1
State,1/19/2022,DE,"21,262","1,804","1,339",1
State,1/19/2022,DC,"7,042","6,074","6,079",1
State,1/19/2022,FL,"409,323","96,392","156,600",1
State,1/19/2022,GA,"309,023","90,128","41,849",1
State,1/19/2022,HI,"6,409","1,376","4,446",1
State,1/19/2022,ID,"54,630","10,671","5,195",1
State,1/19/2022,IL,"307,041","93,990","69,660",1
State,1/19/2022,IN,"170,699","34,491","20,500",1
State,1/19/2022,IA,"116,547","16,031","8,028",1
State,1/19/2022,KS,"92,220","21,021","10,531",1
State,1/19/2022,KY,"138,732","19,955","8,978",1
State,1/19/2022,LA,"153,788","29,805","12,221",1
State,1/19/2022,ME,"29,264","2,171","2,060",1
State,1/19/2022,MD,"114,776","28,470","18,936",1
State,1/19/2022,MA,"87,925","11,730","26,207",1
State,1/19/2022,MI,"234,755","43,894","30,801",1
State,1/19/2022,MN,"170,170","24,252","27,486",1
State,1/19/2022,MS,"93,569","23,687","4,708",1
State,1/19/2022,MT,"39,880","4,686","4,110",1
State,1/19/2022,NE,"57,124","7,474","5,915",1
State,1/19/2022,NV,"59,451","23,068","16,314",1
